CustomerID,Age,Annual_Income_k$,Spending_Score,Purchase_Frequency,Gender
31921,55.0,,100,5,Female
31922,26.0,29.28,77,7,Female
31923,56.0,66.46,33,7,Female
31924,,81.84,71,7,Female
31925,60.0,88.05,43,10,Male
31926,44.0,91.3,30,7,Male
31927,29.0,53.84,47,6,Male
31928,42.0,47.21,89,2,Female
31929,60.0,29.96,49,5,Male
31930,46.0,6.91,77,4,Male
31931,,62.28,11,4,Female
31932,51.0,90.62,11,0,Female
31933,50.0,43.16,88,9,Male
31934,44.0,68.54,67,7,Male
31935,19.0,72.74,39,6,Female
31936,31.0,48.38,60,2,Female
31937,30.0,77.22,21,4,Female
31938,,129.11,92,5,Male
31939,22.0,57.81,21,7,Female
31940,51.0,67.79,76,3,Male
31941,40.0,62.64,96,0,Male
31942,36.0,14.22,56,1,Female
31943,47.0,6.58,10,9,Male
31944,66.0,64.0,21,7,Male
31945,60.0,58.6,89,7,Female
31946,33.0,41.78,20,5,Male
31947,69.0,62.4,63,5,Female
31948,67.0,78.54,71,3,Female
31949,69.0,28.68,66,4,Female
31950,57.0,42.59,29,11,Female
31951,51.0,-10.6,36,2,Female
31952,66.0,77.48,90,8,Female
31953,28.0,86.43,64,5,Male
31954,31.0,67.01,36,3,Female
31955,65.0,19.99,66,6,Female
31956,64.0,85.08,39,2,Female
31957,32.0,71.75,40,4,Male
31958,52.0,42.95,94,7,Male
31959,24.0,80.23,75,6,Female
31960,46.0,71.79,91,6,Female
31961,,39.11,6,6,Female
31962,39.0,28.52,17,4,Male
31963,40.0,43.55,5,6,Female
31964,41.0,61.39,99,6,Male
31965,52.0,81.83,78,4,Female
31966,68.0,43.36,27,9,Male
31967,,45.62,60,8,Female
31968,25.0,36.74,14,3,Male
31969,65.0,,75,10,Male
31970,65.0,79.53,89,10,Female
31971,29.0,49.04,66,4,Male
31972,46.0,26.51,38,9,Male
31973,46.0,62.09,25,7,Female
31974,40.0,19.44,18,8,Female
31975,43.0,27.86,61,6,Male
31976,54.0,81.3,50,1,Female
31977,49.0,111.66,34,6,Male
31978,69.0,,25,4,Male
31979,55.0,71.37,48,7,Female
31980,23.0,-6.21,69,5,Female
31981,25.0,55.42,41,10,Male
31982,34.0,42.89,32,6,Female
31983,29.0,71.66,43,4,Female
31984,39.0,69.7,91,2,Male
31985,31.0,80.27,40,3,Male
31986,51.0,26.47,36,4,Female
31987,36.0,70.5,71,3,Male
31988,23.0,65.65,21,5,Male
31989,35.0,56.0,77,5,Female
31990,53.0,84.01,76,8,Male
31991,54.0,94.97,60,3,Male
31992,55.0,64.8,71,6,Female
31993,32.0,17.7,80,2,Male
31994,55.0,89.01,17,5,Male
31995,57.0,55.14,90,8,Male
31996,26.0,73.65,86,6,Male
31997,23.0,58.91,11,5,Male
31998,19.0,19.32,47,8,Female
31999,33.0,42.46,57,3,Female
32000,69.0,81.73,60,6,Male
32001,18.0,32.42,40,8,Female
32002,47.0,52.61,65,10,Female
32003,65.0,86.22,21,6,Female
32004,50.0,82.27,23,6,Male
32005,18.0,103.14,12,3,Female
32006,56.0,59.2,61,5,Male
32007,33.0,74.88,72,5,Male
32008,34.0,65.0,73,3,Male
32009,65.0,15.23,43,3,Male
32010,65.0,87.08,51,8,Male
32011,55.0,58.22,96,6,Male
32012,35.0,60.92,76,4,Male
32013,39.0,73.14,38,6,Female
32014,39.0,59.33,60,7,Female
32015,52.0,21.38,52,7,Male
32016,48.0,21.36,57,8,Female
32017,57.0,55.76,68,5,Male
32018,44.0,46.59,48,6,Male
32019,53.0,,97,3,Male
32020,21.0,34.1,7,6,Male
32021,66.0,39.87,65,8,Female
32022,22.0,37.34,85,3,Male
32023,42.0,45.27,49,1,Female
32024,,53.1,12,7,Male
32025,31.0,82.02,61,4,Male
32026,47.0,86.97,24,6,Male
32027,,93.4,43,10,Female
32028,29.0,56.31,51,5,Female
32029,44.0,45.3,41,3,Female
32030,62.0,25.53,8,4,Male
32031,41.0,68.15,66,1,Female
32032,47.0,56.86,50,4,Female
32033,35.0,62.23,85,3,Male
32034,,65.41,77,3,Male
32035,36.0,87.8,100,7,Male
32036,39.0,,16,4,Male
32037,43.0,67.8,35,5,Female
32038,,38.13,71,11,Male
32039,45.0,97.98,85,7,Male
32040,55.0,58.79,89,7,Male
32041,22.0,56.76,92,5,Male
32042,53.0,70.88,97,3,Male
32043,35.0,40.8,80,8,Female
32044,31.0,,69,7,Female
32045,65.0,100.8,50,8,Female
32046,40.0,45.64,58,8,Male
32047,69.0,61.66,85,5,Male
32048,31.0,,94,4,Female
32049,49.0,68.72,43,3,Female
32050,22.0,74.41,81,5,Male
32051,39.0,71.14,34,8,Male
32052,45.0,79.9,2,2,Female
32053,60.0,25.35,32,2,Female
32054,29.0,76.16,44,9,Male
32055,35.0,64.03,80,5,Female
32056,53.0,110.32,60,13,Female
32057,48.0,54.37,38,9,Male
32058,30.0,105.07,67,6,Female
32059,37.0,88.81,68,6,Female
32060,62.0,84.63,4,8,Female
32061,53.0,61.81,88,11,Male
32062,24.0,99.46,41,6,Male
32063,40.0,36.88,78,3,Female
32064,51.0,77.15,88,3,Male
32065,67.0,108.0,7,4,Female
32066,49.0,52.18,95,5,Male
32067,38.0,73.33,96,9,Female
32068,23.0,35.98,78,6,Female
32069,33.0,108.78,71,7,Male
32070,52.0,52.46,56,7,Male
32071,64.0,57.73,97,0,Male
32072,37.0,45.27,95,3,Female
32073,59.0,50.21,61,2,Female
32074,58.0,53.55,27,4,Male
32075,28.0,71.16,6,2,Male
32076,49.0,54.92,71,5,Male
32077,31.0,4.21,82,8,Male
32078,41.0,,59,4,Male
32079,61.0,,26,5,Female
32080,56.0,23.26,14,8,Female
32081,60.0,70.21,46,3,Female
32082,48.0,132.49,65,10,Male
32083,34.0,51.58,25,9,Female
32084,42.0,59.87,68,7,Female
32085,26.0,44.8,52,5,Female
32086,39.0,89.53,83,7,Female
32087,62.0,82.87,21,5,Male
32088,65.0,39.16,47,9,Male
32089,52.0,66.88,89,6,Male
32090,54.0,42.34,71,5,Female
32091,34.0,,1,4,Female
32092,45.0,41.44,9,2,Female
32093,18.0,48.7,55,7,Male
32094,26.0,43.72,28,4,Male
32095,66.0,62.13,90,3,Male
32096,30.0,100.34,2,4,Female
32097,64.0,42.59,15,4,Male
32098,49.0,40.42,66,5,Female
32099,45.0,71.61,63,8,Male
32100,48.0,47.5,86,11,Male
32101,25.0,38.91,60,6,Male
32102,25.0,65.53,22,6,Male
32103,51.0,58.81,58,4,Female
32104,40.0,50.03,40,7,Male
32105,27.0,,65,4,Female
32106,54.0,50.59,40,4,Female
32107,65.0,87.96,10,6,Female
32108,42.0,67.91,22,3,Female
32109,68.0,23.32,61,4,Female
32110,50.0,69.48,28,3,Female
32111,62.0,48.94,21,8,Female
32112,21.0,28.25,96,5,Male
32113,24.0,59.93,7,9,Male
32114,50.0,47.71,60,7,Male
32115,19.0,115.01,78,2,Female
32116,65.0,50.08,1,3,Female
32117,63.0,65.71,32,3,Male
32118,49.0,39.01,91,5,Male
32119,22.0,56.11,68,5,Female
32120,63.0,,95,10,Female
32121,34.0,122.91,62,8,Male
32122,29.0,66.26,3,5,Female
32123,69.0,21.72,61,3,Male
32124,29.0,98.41,3,2,Male
32125,52.0,83.25,62,4,Female
32126,38.0,-9.32,12,7,Female
32127,38.0,21.67,59,5,Female
32128,19.0,48.61,70,5,Male
32129,38.0,36.52,89,7,Male
32130,32.0,57.75,8,6,Male
32131,28.0,46.36,78,5,Male
32132,27.0,83.66,37,6,Male
32133,35.0,86.69,53,7,Male
32134,40.0,29.87,2,4,Male
32135,48.0,110.75,78,4,Male
32136,43.0,96.27,32,4,Female
32137,19.0,-11.86,58,4,Female
32138,56.0,37.44,43,3,Female
32139,24.0,31.4,74,1,Female
32140,41.0,35.74,19,5,Female
32141,56.0,-2.68,87,6,Male
32142,49.0,64.25,35,2,Female
32143,43.0,40.27,91,4,Male
32144,40.0,73.69,18,4,Female
32145,31.0,119.11,77,5,Male
32146,46.0,101.58,31,3,Female
32147,42.0,44.04,81,6,Male
32148,48.0,58.83,74,2,Male
32149,19.0,77.25,72,7,Female
32150,19.0,106.27,40,4,Female
32151,,61.9,84,3,Female
32152,64.0,31.18,27,0,Male
32153,28.0,76.58,81,6,Female
32154,46.0,28.47,54,2,Male
32155,59.0,29.16,81,6,Male
32156,52.0,85.46,69,4,Female
32157,66.0,91.37,79,5,Female
32158,26.0,101.09,62,4,Female
32159,49.0,99.09,27,5,Female
32160,47.0,387.38,500,3,Female
32161,32.0,47.91,35,8,Female
32162,31.0,24.78,94,5,Female
32163,68.0,57.1,25,4,Female
32164,34.0,52.61,69,2,Female
32165,,55.19,38,8,Female
32166,69.0,58.11,8,9,Female
32167,47.0,49.26,11,8,Female
32168,34.0,67.51,51,3,Female
32169,33.0,33.83,5,8,Male
32170,69.0,71.42,38,4,Female
32171,25.0,26.47,58,5,Female
32172,56.0,68.79,10,4,Female
32173,48.0,50.11,49,5,Female
32174,29.0,70.63,15,8,Female
32175,50.0,99.48,74,3,Male
32176,29.0,7.13,81,8,Male
32177,42.0,53.22,27,6,Female
32178,55.0,69.05,98,7,Female
32179,65.0,51.28,45,6,Male
32180,35.0,62.24,19,10,Male
32181,36.0,63.77,87,6,Female
32182,20.0,98.28,71,5,Female
32183,52.0,22.46,57,0,Male
32184,22.0,15.78,15,5,Male
32185,52.0,67.49,40,5,Male
32186,68.0,93.39,98,4,Female
32187,44.0,89.9,50,2,Female
32188,54.0,47.78,5,5,Male
32189,63.0,29.54,74,8,Male
32190,38.0,70.83,18,6,Male
32191,33.0,74.51,18,5,Female
32192,45.0,24.61,88,3,Male
32193,42.0,41.79,27,4,Male
32194,50.0,68.38,19,3,Female
32195,34.0,60.31,82,4,Male
32196,60.0,91.08,65,9,Female
32197,47.0,67.44,32,3,Female
32198,58.0,25.9,12,4,Female
32199,21.0,68.26,30,7,Male
32200,19.0,23.56,70,8,Male
32201,26.0,71.0,52,6,Female
32202,,52.46,72,3,Male
32203,42.0,116.38,81,7,Female
32204,54.0,70.32,49,1,Female
32205,53.0,90.33,57,12,Male
32206,22.0,55.27,86,3,Male
32207,41.0,47.53,21,4,Male
32208,41.0,74.07,4,5,Female
32209,46.0,45.43,88,1,Male
32210,67.0,66.81,81,3,Male
32211,62.0,39.94,96,4,Male
32212,48.0,105.08,92,3,Female
32213,54.0,61.45,62,2,Male
32214,36.0,41.27,34,4,Female
32215,40.0,,12,5,Male
32216,52.0,84.58,6,7,Female
32217,67.0,64.84,22,5,Male
32218,23.0,38.39,77,5,Female
32219,23.0,91.09,48,11,Female
32220,54.0,62.02,48,4,Male
32221,47.0,67.03,9,4,Female
32222,18.0,40.77,64,4,Male
32223,25.0,52.34,4,8,Male
32224,45.0,57.11,38,4,Female
32225,42.0,36.08,23,4,Female
32226,50.0,0.31,73,7,Male
32227,55.0,,33,5,Female
32228,69.0,24.66,49,2,Male
32229,31.0,40.37,94,0,Female
32230,28.0,45.49,14,3,Male
32231,,102.92,4,9,Male
32232,47.0,51.07,65,7,Male
32233,47.0,67.81,48,4,Female
32234,21.0,78.69,63,3,Female
32235,30.0,94.57,71,6,Female
32236,24.0,42.81,16,9,Female
32237,55.0,74.83,47,7,Female
32238,20.0,41.69,86,2,Male
32239,26.0,16.09,26,5,Male
32240,31.0,56.34,23,7,Female
32241,69.0,41.41,36,7,Female
32242,28.0,102.75,86,3,Female
32243,54.0,,4,4,Female
32244,31.0,88.08,22,8,Male
32245,36.0,63.41,95,9,Male
32246,25.0,59.25,13,5,Male
32247,24.0,68.39,72,9,Female
32248,24.0,59.26,57,2,Female
32249,20.0,44.28,36,2,Female
32250,20.0,47.5,3,3,Male
32251,35.0,79.14,37,7,Female
32252,62.0,113.23,50,5,Female
32253,,64.08,30,3,Male
32254,54.0,60.33,47,8,Female
32255,45.0,43.54,14,5,Male
32256,53.0,15.9,85,5,Male
32257,33.0,76.08,54,5,Female
32258,32.0,36.51,42,2,Female
32259,46.0,15.07,66,5,Male
32260,35.0,,1,6,Female
32261,66.0,86.27,59,6,Female
32262,63.0,17.81,3,6,Male
32263,63.0,122.16,89,1,Female
32264,36.0,21.31,28,6,Female
32265,46.0,21.51,92,3,Female
32266,23.0,13.3,15,2,Female
32267,62.0,48.63,37,3,Female
32268,67.0,91.42,69,7,Female
32269,64.0,18.23,47,4,Female
32270,44.0,42.58,93,5,Female
32271,24.0,68.85,77,3,Male
32272,44.0,46.39,100,4,Female
32273,36.0,60.12,97,6,Male
32274,34.0,83.77,72,5,Male
32275,58.0,45.1,82,7,Female
32276,28.0,35.81,55,6,Male
32277,22.0,70.31,65,4,Female
32278,19.0,60.45,44,8,Male
32279,64.0,78.77,49,4,Female
32280,29.0,82.6,34,3,Male
32281,59.0,11.08,15,3,Female
32282,59.0,39.94,54,6,Female
32283,69.0,46.32,38,7,Female
32284,28.0,49.57,12,1,Male
32285,27.0,103.06,32,4,Female
32286,45.0,-9.66,59,6,Male
32287,24.0,47.69,69,5,Female
32288,31.0,33.57,89,3,Female
32289,30.0,85.48,87,7,Male
32290,22.0,38.11,53,5,Male
32291,68.0,98.33,85,3,Female
32292,59.0,58.38,65,6,Female
32293,25.0,53.16,21,5,Male
32294,67.0,44.83,70,6,Male
32295,18.0,50.48,27,6,Female
32296,,13.88,46,6,Female
32297,28.0,22.3,78,9,Female
32298,69.0,44.7,13,2,Male
32299,60.0,78.26,30,8,Female
32300,65.0,85.05,37,5,Male
32301,27.0,16.37,22,5,Male
32302,32.0,83.62,59,11,Male
32303,56.0,65.76,51,4,Male
32304,64.0,76.23,70,5,Female
32305,46.0,57.04,26,6,Male
32306,42.0,84.45,87,4,Female
32307,65.0,41.29,88,5,Male
32308,23.0,56.11,82,9,Male
32309,28.0,32.4,22,2,Female
32310,34.0,20.69,7,7,Female
32311,32.0,-23.99,30,9,Male
32312,33.0,40.46,50,3,Female
32313,19.0,60.37,93,4,Male
32314,53.0,81.16,80,6,Female
32315,36.0,91.32,93,4,Male
32316,55.0,119.62,80,7,Female
32317,67.0,48.29,67,7,Female
32318,38.0,44.19,74,7,Female
32319,28.0,148.84,36,5,Male
32320,58.0,61.43,45,3,Female
32321,20.0,33.77,72,3,Male
32322,51.0,,93,6,Male
32323,35.0,43.32,7,5,Female
32324,32.0,76.59,7,8,Female
32325,42.0,,55,1,Female
32326,67.0,51.91,37,5,Male
32327,68.0,84.39,49,2,Male
32328,32.0,52.31,89,4,Male
32329,47.0,51.47,98,5,Male
32330,34.0,39.25,37,7,Female
32331,35.0,86.49,50,3,Female
32332,48.0,83.9,83,1,Female
32333,67.0,68.36,32,6,Female
32334,60.0,57.41,89,7,Male
32335,35.0,,3,3,Male
32336,52.0,20.61,26,2,Female
32337,30.0,90.98,48,11,Female
32338,31.0,71.9,51,3,Male
32339,53.0,32.35,45,2,Male
32340,35.0,15.86,100,5,Male
32341,22.0,43.84,99,7,Female
32342,31.0,57.01,29,10,Female
32343,42.0,82.09,94,7,Female
32344,61.0,79.13,53,5,Male
32345,56.0,74.16,21,8,Female
32346,29.0,81.18,53,6,Female
32347,57.0,94.81,87,4,Male
32348,45.0,,52,6,Male
32349,52.0,46.27,45,8,Female
32350,18.0,58.45,11,5,Female
32351,20.0,30.33,42,5,Male
32352,60.0,59.02,67,8,Male
32353,67.0,38.88,13,2,Female
32354,24.0,98.13,28,7,Male
32355,26.0,59.0,99,6,Female
32356,53.0,30.08,17,3,Female
32357,40.0,43.82,79,5,Female
32358,41.0,49.97,73,6,Female
32359,27.0,24.8,51,7,Male
32360,67.0,,95,6,Female
32361,65.0,91.1,4,5,Female
32362,,19.34,27,4,Male
32363,36.0,70.27,37,8,Female
32364,49.0,0.23,15,2,Male
32365,41.0,78.89,83,8,Male
32366,39.0,34.18,54,4,Male
32367,20.0,,93,9,Female
32368,57.0,84.83,48,4,Male
32369,,71.94,67,3,Female
32370,36.0,55.66,71,5,Male
32371,26.0,36.7,95,2,Male
32372,68.0,67.75,24,4,Male
32373,66.0,61.45,43,7,Female
32374,30.0,69.99,80,2,Male
32375,19.0,36.54,30,5,Female
32376,,96.43,51,4,Male
32377,46.0,101.63,69,3,Female
32378,28.0,,86,6,Female
32379,,60.39,80,4,Female
32380,21.0,62.01,79,3,Male
32381,21.0,63.9,52,10,Female
32382,69.0,39.48,87,9,Female
32383,18.0,74.42,27,7,Female
32384,42.0,31.27,61,5,Male
32385,43.0,,75,5,Male
32386,28.0,7.94,59,6,Female
32387,40.0,76.8,11,3,Female
32388,19.0,,83,7,Male
32389,36.0,43.77,11,6,Female
32390,46.0,71.21,47,5,Male
32391,57.0,101.34,36,4,Male
32392,69.0,101.96,92,2,Male
32393,21.0,76.02,88,3,Male
32394,33.0,74.06,36,7,Male
32395,64.0,89.94,11,7,Male
32396,54.0,84.43,19,5,Male
32397,44.0,37.14,24,4,Male
32398,22.0,70.92,91,7,Female
32399,32.0,52.33,51,9,Male
32400,40.0,109.02,14,7,Male
32401,66.0,78.72,25,4,Male
32402,20.0,54.26,18,5,Female
32403,35.0,55.31,19,8,Male
32404,60.0,,20,2,Female
32405,43.0,64.35,64,7,Male
32406,23.0,45.27,5,4,Female
32407,61.0,65.56,22,10,Female
32408,34.0,132.96,59,6,Male
32409,63.0,59.3,26,4,Female
32410,55.0,23.5,84,8,Female
32411,59.0,49.91,85,6,Female
32412,,59.14,47,3,Male
32413,67.0,51.45,94,1,Male
32414,44.0,66.5,50,3,Male
32415,37.0,59.15,19,4,Male
32416,23.0,71.53,65,5,Female
32417,68.0,66.79,37,7,Male
32418,52.0,100.65,2,9,Male
32419,29.0,78.08,93,3,Male
32420,65.0,89.43,17,9,Female
32421,20.0,41.76,2,3,Male
32422,65.0,77.59,4,7,Female
32423,21.0,78.08,5,5,Male
32424,69.0,33.5,69,5,Male
32425,62.0,46.89,97,5,Female
32426,21.0,66.38,70,5,Female
32427,21.0,65.97,41,6,Female
32428,56.0,69.79,14,6,Female
32429,38.0,58.96,33,7,Male
32430,61.0,67.49,30,5,Female
32431,19.0,54.26,58,6,Female
32432,33.0,60.35,29,6,Female
32433,24.0,82.14,71,7,Female
32434,36.0,51.1,1,9,Male
32435,60.0,82.18,100,7,Male
32436,50.0,70.99,42,3,Male
32437,26.0,97.26,81,5,Male
32438,54.0,67.77,82,9,Female
32439,34.0,78.69,24,3,Male
32440,44.0,-32.59,93,5,Female
32441,50.0,33.83,82,4,Female
32442,66.0,67.14,1,7,Female
32443,,83.88,64,1,Female
32444,62.0,69.63,72,5,Male
32445,28.0,50.34,57,6,Male
32446,30.0,33.29,11,5,Male
32447,48.0,54.14,28,6,Male
32448,30.0,73.06,100,4,Female
32449,55.0,68.28,9,4,Male
32450,43.0,81.99,97,4,Female
32451,48.0,56.6,32,6,Female
32452,39.0,63.27,84,5,Male
32453,23.0,21.82,11,4,Male
32454,37.0,41.72,73,2,Male
32455,38.0,91.54,91,2,Female
32456,27.0,76.82,9,5,Female
32457,36.0,84.82,61,5,Female
32458,52.0,48.59,91,8,Male
32459,43.0,99.82,58,5,Female
32460,24.0,68.14,73,5,Male
32461,54.0,43.01,32,2,Female
32462,25.0,70.58,65,7,Male
32463,22.0,79.26,44,5,Male
32464,61.0,73.66,46,7,Female
32465,53.0,42.4,37,3,Female
32466,68.0,,81,3,Female
32467,45.0,86.11,79,7,Female
32468,67.0,49.7,93,3,Male
32469,20.0,63.02,19,3,Male
32470,,34.41,42,5,Male
32471,25.0,83.11,30,5,Male
32472,32.0,45.69,58,6,Female
32473,44.0,104.42,91,6,Male
32474,66.0,81.47,11,1,Female
32475,68.0,57.92,93,2,Female
32476,53.0,11.21,37,3,Female
32477,33.0,58.77,61,5,Male
32478,43.0,1.87,11,6,Female
32479,62.0,47.73,43,5,Female
32480,61.0,107.0,79,2,Female
32481,21.0,55.47,21,4,Female
32482,29.0,44.8,7,7,Female
32483,34.0,50.15,54,7,Male
32484,58.0,70.29,80,9,Female
32485,61.0,62.61,48,9,Male
32486,43.0,112.42,2,8,Male
32487,48.0,71.45,18,4,Male
32488,32.0,64.97,1,7,Male
32489,69.0,57.33,38,5,Female
32490,51.0,57.0,19,3,Male
32491,46.0,100.92,96,9,Male
32492,26.0,77.78,78,4,Male
32493,31.0,27.61,92,3,Male
32494,53.0,78.9,56,9,Female
32495,21.0,85.21,28,3,Female
32496,55.0,111.14,70,6,Male
32497,54.0,61.65,70,5,Male
32498,41.0,53.59,82,10,Male
32499,34.0,88.79,90,3,Female
32500,30.0,56.02,94,2,Male
32501,37.0,75.29,61,7,Male
32502,34.0,,64,5,Male
32503,68.0,67.54,66,6,Male
32504,44.0,78.2,23,9,Male
32505,50.0,54.66,79,3,Male
32506,38.0,18.9,64,2,Male
32507,34.0,84.8,51,1,Male
32508,39.0,,40,2,Male
32509,42.0,,94,4,Male
32510,20.0,36.38,79,4,Female
32511,44.0,38.72,34,7,Male
32512,44.0,71.02,54,4,Female
32513,63.0,60.15,24,6,Female
32514,29.0,29.79,27,6,Male
32515,32.0,34.18,31,7,Male
32516,55.0,53.74,74,5,Female
32517,37.0,47.55,66,3,Male
32518,39.0,31.0,94,8,Female
32519,19.0,38.96,49,3,Female
32520,21.0,,93,6,Female
32521,62.0,61.99,82,5,Female
32522,30.0,31.74,17,4,Female
32523,49.0,80.67,26,7,Male
32524,39.0,71.96,83,4,Male
32525,42.0,63.45,24,6,Female
32526,44.0,87.8,23,5,Male
32527,34.0,75.51,73,4,Female
32528,23.0,18.44,78,6,Male
32529,60.0,23.53,19,2,Male
32530,68.0,81.05,3,3,Male
32531,33.0,35.18,13,7,Female
32532,,72.74,79,6,Male
32533,50.0,70.0,5,6,Male
32534,27.0,55.25,8,3,Male
32535,51.0,30.11,82,4,Female
32536,36.0,60.86,91,6,Male
32537,31.0,31.5,89,10,Male
32538,20.0,77.76,96,4,Male
32539,58.0,96.48,76,2,Male
32540,40.0,51.38,6,8,Male
32541,57.0,65.77,1,3,Male
32542,28.0,,13,2,Female
32543,64.0,52.81,4,4,Female
32544,23.0,43.87,11,8,Female
32545,51.0,75.33,36,2,Female
32546,,23.63,44,5,Female
32547,52.0,,77,3,Female
32548,42.0,18.06,56,11,Male
32549,46.0,54.37,89,7,Female
32550,,61.86,54,6,Female
32551,35.0,44.57,98,8,Female
32552,31.0,31.83,68,5,Female
32553,34.0,67.45,38,6,Female
32554,19.0,39.41,33,5,Male
32555,48.0,73.57,80,6,Female
32556,36.0,92.41,9,4,Female
32557,49.0,,38,2,Female
32558,45.0,70.24,28,4,Male
32559,58.0,,42,6,Female
32560,,50.78,6,5,Male
32561,59.0,67.34,22,5,Male
32562,58.0,79.73,33,5,Male
32563,57.0,86.82,55,6,Male
32564,56.0,94.47,25,3,Male
32565,39.0,50.56,43,8,Male
32566,41.0,89.6,83,5,Female
32567,55.0,49.16,92,3,Female
32568,19.0,76.89,68,3,Male
32569,58.0,57.5,33,9,Female
32570,58.0,37.05,40,3,Male
32571,36.0,103.0,37,5,Male
32572,58.0,90.19,1,3,Male
32573,19.0,25.11,91,9,Male
32574,45.0,67.68,8,3,Male
32575,49.0,,58,2,Female
32576,36.0,70.38,92,5,Male
32577,33.0,73.7,88,2,Female
32578,47.0,80.84,7,5,Female
32579,39.0,35.0,89,2,Male
32580,31.0,13.57,33,2,Male
32581,69.0,79.87,30,7,Male
32582,18.0,32.96,56,3,Female
32583,62.0,,86,6,Male
32584,19.0,59.09,85,6,Male
32585,39.0,54.66,7,9,Female
32586,63.0,79.3,81,3,Male
32587,50.0,21.61,13,3,Male
32588,32.0,,79,5,Male
32589,67.0,46.03,69,4,Male
32590,58.0,53.09,83,9,Female
32591,39.0,23.91,42,3,Male
32592,57.0,75.72,12,10,Male
32593,56.0,27.26,18,3,Male
32594,58.0,29.44,47,1,Male
32595,58.0,80.27,20,4,Male
32596,28.0,51.43,31,7,Female
32597,21.0,,32,4,Female
32598,24.0,-18.99,61,12,Female
32599,38.0,42.8,4,3,Female
32600,,85.43,34,3,Male
32601,21.0,42.98,94,9,Male
32602,29.0,,7,8,Female
32603,,41.09,17,4,Male
32604,34.0,71.06,54,3,Female
32605,37.0,52.03,53,6,Male
32606,48.0,108.33,46,11,Male
32607,43.0,63.81,70,2,Male
32608,48.0,,81,5,Female
32609,52.0,35.29,56,6,Male
32610,26.0,75.88,66,9,Male
32611,,87.72,52,3,Female
32612,69.0,37.84,45,3,Male
32613,65.0,92.52,56,6,Female
32614,25.0,78.42,100,4,Female
32615,38.0,61.67,78,6,Male
32616,33.0,58.03,11,6,Female
32617,68.0,97.09,20,4,Male
32618,33.0,69.47,45,6,Female
32619,35.0,64.31,87,4,Male
32620,64.0,,45,6,Male
32621,45.0,58.63,8,5,Male
32622,35.0,109.21,42,6,Female
32623,31.0,57.26,76,6,Female
32624,65.0,98.71,30,7,Male
32625,54.0,3.95,98,6,Female
32626,57.0,47.06,62,7,Male
32627,33.0,,80,3,Female
32628,38.0,75.34,4,7,Male
32629,18.0,35.29,10,7,Male
32630,28.0,97.86,42,2,Female
32631,28.0,147.4,26,2,Female
32632,19.0,109.2,21,8,Male
32633,49.0,93.12,53,3,Male
32634,36.0,33.45,55,3,Female
32635,22.0,76.08,91,3,Female
32636,20.0,62.63,42,5,Male
32637,45.0,76.67,28,10,Male
32638,43.0,28.3,34,8,Male
32639,40.0,72.4,98,6,Male
32640,47.0,50.03,31,5,Female
32641,25.0,51.1,94,4,Male
32642,53.0,60.13,36,3,Female
32643,46.0,21.63,24,5,Female
32644,30.0,89.99,35,6,Female
32645,42.0,75.77,46,7,Male
32646,39.0,59.95,95,5,Male
32647,63.0,25.87,33,6,Male
32648,50.0,29.23,85,5,Male
32649,54.0,84.28,65,6,Male
32650,24.0,43.97,22,11,Male
32651,40.0,37.33,44,4,Female
32652,23.0,22.63,13,4,Male
32653,32.0,61.04,26,2,Female
32654,32.0,38.4,87,11,Female
32655,57.0,44.03,81,4,Female
32656,51.0,84.1,12,4,Female
32657,31.0,59.75,31,4,Female
32658,46.0,22.17,40,9,Female
32659,33.0,47.98,50,4,Male
32660,46.0,66.93,27,6,Female
32661,,70.08,51,2,Female
32662,27.0,105.01,85,5,Male
32663,64.0,76.56,30,7,Female
32664,21.0,64.63,29,5,Male
32665,,86.39,45,6,Female
32666,59.0,79.35,44,8,Female
32667,51.0,-14.24,1,2,Male
32668,21.0,42.2,62,4,Female
32669,37.0,56.58,25,8,Male
32670,45.0,20.52,13,7,Male
32671,45.0,37.4,89,8,Male
32672,23.0,81.47,85,3,Female
32673,31.0,49.62,66,0,Female
32674,,72.39,87,5,Female
32675,64.0,66.31,32,4,Female
32676,18.0,86.94,59,5,Male
32677,36.0,52.8,48,2,Female
32678,18.0,89.26,89,4,Male
32679,30.0,89.42,79,8,Male
32680,25.0,33.39,35,5,Female
32681,35.0,,38,7,Male
32682,52.0,56.59,92,5,Female
32683,40.0,48.31,85,1,Female
32684,67.0,99.87,23,6,Male
32685,,65.47,7,7,Male
32686,43.0,28.4,4,3,Male
32687,58.0,70.3,32,3,Female
32688,55.0,62.1,55,5,Male
32689,37.0,38.48,64,5,Male
32690,19.0,81.29,13,5,Female
32691,43.0,73.23,100,6,Male
32692,53.0,20.68,81,7,Male
32693,42.0,69.01,39,7,Male
32694,47.0,42.45,1,5,Female
32695,35.0,63.41,44,4,Female
32696,24.0,,77,3,Female
32697,44.0,71.8,17,4,Male
32698,28.0,76.26,41,5,Male
32699,54.0,48.16,52,6,Female
32700,25.0,45.26,7,9,Female
32701,28.0,55.31,17,6,Female
32702,41.0,68.82,2,1,Female
32703,47.0,48.81,27,1,Male
32704,47.0,,51,2,Female
32705,69.0,22.37,66,5,Male
32706,69.0,63.98,50,3,Male
32707,32.0,43.75,82,3,Male
32708,52.0,66.49,7,5,Female
